ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
Summa Accountable Care Organization,A1063,2022,,2.82,2900,2314,106,459,38,239,498,462,300,269,3,23,645,222,9024,3400,3500,2412499,50.00%,46,82.81,,,,,,,,,,,,,,,75,92.31,82.91,77.29,81.55,88.37,7.14,8.53,80.28,8792,168.0,58,*,*,*,58,7734
Summa Accountable Care Organization,A1063,2021,,2.82,2900,2314,106,459,38,239,498,462,300,269,3,23,645,222,9024,3400,3500,2412499,50.00,46,82.81,,,,,,,,,,,,,,,75,92.31,82.91,77.29,81.55,88.37,7.14,8.53,80.28,8792,168.0,58,*,*,*,58,7734
Summa Accountable Care Organization,A1063,2019,OH,5.59,3085,2594,126,344,60,244,562,471,321,289,3,20,795,226,9358,3892,3780,5631261,49.0,53,97.72,88.08,94.74,92.25,81.87,61.82,65.72,72.96,30.8,93.76,87.27,14.42,58.98,1.7,91.38,70.93,69.7,72.3,67.95,72.06,87.3,15,14.5,82.88,19929,,,26,677,26,,17850
Essentia Health,A1066,2022,,4.42,3241,3001,*,150,90,430,784,258,240,227,*,7,777,121,8489,2024,2328,14889262,75.00%,52,88.04,,,,,,,,,,,,,,,74.38,79.01,94.12,84.58,85.11,91.48,26.79,8.36,84.5,27839,764.0,59,34,122,34,59,26546
Essentia Health,A1066,2019,"MN, WI, ND",2.5700000000000003,3713,3502,46,129,83,363,834,241,312,299,1,5,910,147,8341,2285,2349,4103079,72.0,69,95.38,80.84,92.24,89.65,77.02,65.69,57.32,74.11,21.12,92.79,85.58,14.38,56.37,1.73,97.47,72.77,77.27,91.87,82.28,83.89,84.51,23.7,11.44,87.27,27638,,,39,498,39,,26272
Essentia Health,A1066,2020,"MN, WI, ND",4.89,3104,2913,7,120,75,404,840,242,262,251,0,5,773,125,7573,1980,2197,14338616,0.74,60,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.04,94.41,72.95,92.05,94.89,86.22,81.88,87.08,18.78,14.81,83.75,26942,690.0,63,42,559,42,63,25621
Essentia Health,A1066,2021,,4.42,3241,3001,*,150,90,430,784,258,240,227,*,7,777,121,8489,2024,2328,14889262,75.00,52,88.04,,,,,,,,,,,,,,,74.38,79.01,94.12,84.58,85.11,91.48,26.79,8.36,84.5,27839,764.0,59,34,122,34,59,26546
Essentia Health,A1066,2018,"MN, WI, ND",0.31828809999999996,3851,3604,22,130,118,325,860,259,332,318,1,6,924,159,8310,2678,2435,0,67.13,74,0.895,81.98,91.94,90.89,79.73,66.34,58.19,72.86,21.98,,,15.12,58.49,2.03,98.28,67.43,51.85,93.42,86.04,80.5,85.05,6.82,13.1,85.02,26498,676.0,54,38,417,38,54,25287
"Allcare Options, LLC",A1070,2020,FL,29.81,3848,3286,141,339,125,209,1578,664,377,339,4,17,832,290,11761,1264,4382,56620645,0.39,95,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.18,81.51,63.45,90.91,70.1,63.55,68.55,80.62,28.75,21.52,70.05,10347,128.0,103,655,326,655,103,7869
"Allcare Options, LLC",A1070,2021,,-5.15,7119,6027,406,565,229,2659,7739,983,713,657,9,28,1324,622,26445,5032,4640,-28610637,50.00,495,70.63,,,,,,,,,,,,,,,37.7,89.66,40.2,39.84,52.87,75.2,10,24.13,61.5,22904,182.0,167,860,224,860,167,17679
"Allcare Options, LLC",A1070,2018,FL,3.802995,4131,3508,200,319,143,219,1066,902,428,388,5,16,979,328,12133,4142,5243,4260762,43.6,84,0.8721,88.24,93.51,91.49,81.38,66.17,68.02,73.02,31.09,,,14.87,62.04,2.25,86.94,56.23,56.47,75.5,56.74,66.09,77.74,16.67,22.13,68.95,8316,210.0,72,536,238,536,72,6473
"Allcare Options, LLC",A1070,2019,FL,12.139999999999999,6096,5186,311,468,193,1215,4582,954,623,568,8,22,1237,511,22469,4254,5108,22551303,46.0,292,92.59,87.23,92.23,89.68,84.74,60.08,67.49,75.44,27.15,90.49,85.01,15.08,61.81,1.53,92.55,70.04,80,79.03,65.55,74.71,81.78,21.43,19.72,67.1,15306,,,881,353,881,,11896
"Allcare Options, LLC",A1070,2022,,-5.15,7119,6027,406,565,229,2659,7739,983,713,657,9,28,1324,622,26445,5032,4640,-28610637,50.00%,495,70.63,,,,,,,,,,,,,,,37.7,89.66,40.2,39.84,52.87,75.2,10,24.13,61.5,22904,182.0,167,860,224,860,167,17679
"Accountable Care Coalition of Texas, Inc.",A1071,2018,TX,-11.8971386,5439,3974,697,819,134,299,1280,1544,518,434,27,42,969,360,10555,4180,5276,-5849446,36.14,85,0.7228,88.65,94.3,92.59,85.89,58.34,64.17,70.27,23.82,,,15.42,72.89,2.23,67.62,49.74,82.26,26,35.93,52.04,80.99,11.11,26.64,64.63,3785,149.0,81,341,138,341,81,2605
"Accountable Care Coalition of Texas, Inc.",A1071,2019,TX,2.9000000000000004,4791,3536,431,797,74,338,720,1196,417,352,14,41,761,292,11965,4673,5809,0,50.0,54,99.66,86.96,93.62,93.79,86.2,60.16,64.26,67.2,33.14,92.97,88.12,14.62,64.34,1.91,81.68,68.07,82.5,40.29,54.36,63.28,80.28,0,19.66,70.05,3654,,,169,156,169,,2557
"Integrated Care Alliance, LLC",A1072,2018,FL,2.1140012,3086,2785,103,186,63,219,848,686,344,324,3,11,712,261,12026,4205,6781,1193802,42.89,66,0.8578,81.46,92.84,90.73,83.37,65.98,67.52,71.66,30.36,,,15.34,64.42,1.85,91.6,75.56,61.19,75.46,63.02,70.12,92.52,5.49,16.67,71.08,5096,25.0,36,65,120,65,36,4387
"Accountable Care Organization of the North Country, LLC",A1079,2018,NY,-3.3704874000000005,3331,3160,0,72,99,146,442,294,322,309,0,3,945,245,9655,3997,3417,-2417311,41.08,35,0.8215,86.77,95.35,92.77,79.05,54.75,63.08,75.24,16.56,,,15.34,63.91,2.31,91.08,80.3,90.91,74.34,76.39,73.37,83.81,9.09,10.47,76.11,7446,60.0,15,8,171,8,15,7195
"Accountable Care Organization of the North Country, LLC",A1079,2019,NY,0.5499999999999999,3154,3040,0,38,80,101,524,311,283,274,0,1,909,209,9949,4082,3340,0,48.0,39,96.79,85.09,93.13,91.89,75.55,58.78,62.44,74.92,23.31,92.14,84.43,15.14,56.26,1.81,95.82,77.45,90.91,80.34,80.56,80.26,87.19,14.47,7.61,81.64,7693,,,10,170,10,,7433
Central Maine ACO,A1080,2019,ME,0.06,3149,2893,9,206,45,575,606,463,288,272,0,11,983,172,8076,2974,2664,0,48.0,50,96.13,86.58,94.36,92.68,78.57,62.39,57.56,76.83,25,92.68,85.14,14.23,50.64,1.44,81.05,76.23,93.1,86.78,71.37,71.77,92.89,14.71,18.15,84.27,9000,,,17,200,17,,8718
Central Maine ACO,A1080,2022,,3.45,2565,2405,*,143,*,588,852,450,225,216,*,*,844,156,8061,2704,2288,2180440,50.00%,51,79.15,,,,,,,,,,,,,,,72.15,32.14,87.1,59.84,73.79,78.54,45.28,16.13,68.55,5795,363.0,24,*,22,*,24,5561
Central Maine ACO,A1080,2018,ME,1.7164810999999998,3025,2679,0,323,52,397,595,416,282,263,0,13,985,171,8062,2911,2847,0,45.33,51,0.9067000000000001,83.54,94.46,92.51,80.17,63.74,59.87,75.27,23.67,,,14.65,54.92,1.35,85.89,91.2,100,87.14,74.6,79.92,92.95,7.34,12.9,77.02,10340,533.0,26,15,213,15,26,10031
Central Maine ACO,A1080,2021,,3.45,2565,2405,*,143,*,588,852,450,225,216,*,*,844,156,8061,2704,2288,2180440,50.00,51,79.15,,,,,,,,,,,,,,,72.15,32.14,87.1,59.84,73.79,78.54,45.28,16.13,68.55,5795,363.0,24,*,22,*,24,5561
Central Maine ACO,A1080,2020,ME,2.37,2691,2452,11,198,43,498,712,523,243,229,0,9,822,164,7447,2846,2359,0,0.39,46,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.87,73.91,64.73,96.77,84.06,63.41,67.11,88.62,6.72,18.55,79.13,8313,370.0,22,16,195,16,22,8036
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2022,,8.30,2799,2566,*,130,73,244,530,308,251,237,*,*,770,193,9852,4267,3015,5360197,50.00%,44,80.91,,,,,,,,,,,,,,,79.24,84.38,80.91,66.6,65.33,83.65,17.24,17.04,73.15,6005,121.0,372,253,95,253,372,4017
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2019,WI,10.63,3854,3526,102,135,99,446,871,297,365,345,3,6,1029,278,10749,4824,3348,7057205,55.00000000000001,69,92.17,89.87,93.5,92.56,82.96,65.31,60.2,75.58,27.89,93.24,84.89,14.78,62.59,1.85,83.76,74.32,76.39,79.37,60.77,60.59,82.49,5.56,19.08,70.68,10007,,,551,408,551,,6328
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2020,WI,0.95,3794,3421,115,217,70,541,1048,334,372,349,3,9,928,302,10705,4675,2915,991021,0.48,77,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.98,76.33,75.93,77.27,76.74,63.53,60.07,83.91,14.55,23.27,62.52,8904,132.0,487,445,400,445,487,5606
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2021,,8.30,2799,2566,*,130,73,244,530,308,251,237,*,*,770,193,9852,4267,3015,5360197,50.00,44,80.91,,,,,,,,,,,,,,,79.24,84.38,80.91,66.6,65.33,83.65,17.24,17.04,73.15,6005,121.0,372,253,95,253,372,4017
"Accountable Care Coalition of Southeast Wisconsin, LLC",A1083,2018,WI,9.5781414,3722,3342,225,129,80,265,823,346,368,341,7,7,1013,276,10140,4644,3429,11735857,57.43000000000001,67,0.9571999999999999,89.89,94.88,92.38,82.86,64.18,63.92,73.21,27.14,,,14.92,58.85,2.14,87.19,77.54,84.72,85.56,62.77,61.78,81.26,6.35,25.72,68.48,9748,137.0,528,502,409,502,528,6433
"Accountable Care Coalition of Coastal Georgia, LLC",A1084,2018,"GA, SC",1.3449732,3056,2425,152,460,62,358,473,414,311,273,4,27,665,188,11443,5446,5185,0,46.410000000000004,37,0.9282,85.16,93.02,92.44,85.72,58.84,59.51,72.8,27.75,,,14.78,61.6,1.96,74.59,78.7,68.33,76.12,70.68,84.46,87.07,26,11.39,75.41,9427,48.0,118,41,228,41,118,6754
Beaumont ACO,A1095,2021,,4.02,3037,2643,89,285,44,128,520,482,316,293,3,16,632,262,10950,4854,5057,11713839,75.00,52,80.90,,,,,,,,,,,,,,,80.65,100,88.35,76.08,80.69,90.08,20.63,9.56,80.08,26130,502.0,611,133,461,133,611,21032
Beaumont ACO,A1095,2020,MI,4.62,3199,2810,78,287,59,101,499,471,332,309,3,15,625,271,9393,4319,4275,11742388,0.73,49,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.01,99.6,80.56,100,92.31,74.06,77.42,77.41,9.46,13.71,78.38,25365,428.0,485,116,1031,116,485,20099
Beaumont ACO,A1095,2019,MI,13.889999999999999,3643,3205,113,270,87,117,653,509,376,349,3,14,761,298,10173,4447,4883,21803071,46.0,65,92.17,89.12,95.71,93.74,82.17,70.44,61.54,70.04,24.82,92.74,87.11,15.22,68.32,2.2,98.79,84.14,100,89.07,78.97,76.98,89.84,22.73,7.81,82.4,24793,,,110,910,110,,19735
Beaumont ACO,A1095,2018,MI,15.077416099999999,3609,3191,141,220,88,93,736,513,387,361,5,12,772,301,9948,4299,4868,45138735,44.9,74,0.8979,86.94,93.44,92.54,81.14,61.64,60.55,72.18,30.95,,,15.08,67.73,2.2,95.16,78.48,100,88.89,76.21,77.95,88.11,28.57,15.63,80.63,23957,1437.0,422,137,802,137,422,19145
Beaumont ACO,A1095,2022,,4.02,3037,2643,89,285,44,128,520,482,316,293,3,16,632,262,10950,4854,5057,11713839,75.00%,52,80.90,,,,,,,,,,,,,,,80.65,100,88.35,76.08,80.69,90.08,20.63,9.56,80.08,26130,502.0,611,133,461,133,611,21032
"Accountable Care Coalition of The Tri-Counties, LLC",A1100,2018,SC,3.1818662,2564,2179,34,287,67,183,443,546,261,236,1,15,727,179,10822,4832,4594,2761935,46.339999999999996,39,0.9268,86.43,94.31,92.77,86.03,61.86,62.97,75.58,29.15,,,15.06,54.91,1.65,81.98,45.04,70.27,52.13,58.36,64.99,81.34,4.44,16.58,60.81,8928,40.0,90,14,186,14,90,6316
"WellStar Clinical Partners Medicare ACO, LLC",A1109,2019,GA,4.12,3056,2833,46,158,45,263,511,443,307,294,1,7,705,240,10512,3330,5630,10767512,48.0,44,96.38,84.29,95.06,93.37,81.66,58.82,61.77,74.5,26.4,94.68,87.82,14.97,60.6,2.23,93.15,80.09,100,63.27,64.92,75.4,83.13,38.1,11.29,76.21,47489,,,303,1282,303,,37814
"WellStar Health Network, LLC",A1109,2018,GA,2.8833655,2980,2743,91,132,54,226,527,437,302,288,2,6,692,232,10331,3431,5521,14067162,45.48,46,0.9095,87.49,94.66,93.76,86.6,57.16,64.92,72.25,28.51,,,15.09,63.02,2.3,85.34,73.75,100,51.2,63.78,74.61,81.28,14.29,15.56,73.86,47328,1366.0,482,315,1195,315,482,37892
"Florida Medical Clinic ACO, LLC",A1131,2020,FL,0.08,2710,2407,118,199,18,196,366,530,254,239,3,10,501,192,12677,3698,6055,0,0.49,33,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.96,91.25,84.83,95,69.37,83.09,79.85,85.85,15.13,7.78,74.01,15606,91.0,154,241,492,241,154,14045
"Florida Medical Clinic ACO, LLC",A1131,2021,,0.98,2504,2304,52,171,9,162,393,542,255,244,1,9,553,200,13220,3268,6396,0,50.00,39,87.71,,,,,,,,,,,,,,,89.74,81.82,75.91,78.88,77.1,82.17,9.18,7.3,81.79,13441,95.0,*,189,172,189,*,12041
"Florida Medical Clinic ACO, LLC",A1131,2019,FL,7.9799999999999995,2938,2620,156,192,21,288,667,697,293,276,4,9,626,215,13752,4113,6767,7558323,49.0,56,98.5,85.22,93.73,91.64,84.38,66.12,68.61,73.06,24.27,93.47,87,14.33,49.05,1.63,97.37,83.83,96,80,82.2,82.08,84.58,14.29,6.95,76.92,14850,,,198,405,198,,13499
"Florida Medical Clinic ACO, LLC",A1131,2018,FL,5.7284379,2924,2589,137,180,42,267,826,700,308,290,4,9,639,225,12960,4205,6890,10215625,46.75,68,0.935,85.9,92.38,91.51,83.06,63.74,63.46,70.6,26.29,,,14.57,54.67,1.72,95.11,82.37,90.91,79.16,80,78.49,84.32,7.46,6.92,74.63,14613,85.0,112,197,362,197,112,13334
"Florida Medical Clinic ACO, LLC",A1131,2022,,0.98,2504,2304,52,171,9,162,393,542,255,244,1,9,553,200,13220,3268,6396,0,50.00%,39,87.71,,,,,,,,,,,,,,,89.74,81.82,75.91,78.88,77.1,82.17,9.18,7.3,81.79,13441,95.0,*,189,172,189,*,12041
"Texoma ACO, LLC",A1153,2018,TX,-1.7316576000000001,4002,2731,111,1047,109,255,590,1120,325,254,4,55,698,186,11987,5720,5508,0,46.51,48,0.9301999999999999,89.21,94.2,93.05,85.7,65.71,60.82,70.68,29.1,,,14.58,46.42,2.15,69.17,44.18,33.33,66,66.8,65.74,61.18,4.35,10.61,78.1,5230,22.0,49,81,122,81,49,4646
"CHS Physician Partners ACO, LLC",A1161,2022,,4.30,4036,3802,13,180,61,176,1701,623,309,299,0,7,602,255,15841,5823,8330,27213629,50.00%,74,85.94,,,,,,,,,,,,,,,84.64,92.86,86.88,76.27,81.66,95.35,23.81,6.27,94.12,39237,308.0,832,492,789,492,832,33618
"CHS Physician Partners ACO, LLC",A1161,2021,,4.30,4036,3802,13,180,61,176,1701,623,309,299,0,7,602,255,15841,5823,8330,27213629,50.00,74,85.94,,,,,,,,,,,,,,,84.64,92.86,86.88,76.27,81.66,95.35,23.81,6.27,94.12,39237,308.0,832,492,789,492,832,33618
"Beacon Health Partners, LLP",A1161,2019,NY,-9.16,4476,4251,3,148,84,145,1782,619,349,338,0,6,598,277,15202,5908,8012,-27014474,48.0,82,96.53,88.08,95.83,93.3,84.09,66.16,65.01,75.48,26.65,93.19,88.92,15.49,65.25,1.71,96.44,88.93,100,93.45,79.46,76.82,93.23,30.43,6.18,93.9,42885,,,684,2072,684,,36590
"CHS Physician Partners ACO, LLC",A1161,2020,NY,2.74,3649,3451,9,147,57,197,1573,603,285,276,0,6,467,235,14155,5556,7305,11735476,0.39,70,98.44,^,^,^,^,^,^,^,^,^,^,~,~,0.85,91.43,86.25,100,88.35,76.43,77.41,90.78,16.13,7.42,90.68,31633,148.0,480,380,1402,380,480,27804
"Beacon Health Partners, LLP",A1161,2018,NY,-8.0799348,4163,3927,7,144,100,135,1522,618,342,329,0,6,596,269,13854,5298,7677,-45126888,43.93,77,0.8787,87.39,92.75,91.15,80.74,59.21,58.67,69.74,23.46,,,15.78,64.48,1.86,92.26,83.02,100,84.91,67.14,71.09,88.51,11.9,9.07,87.82,42910,235.0,841,692,1938,692,841,36650
Memorial Hermann Accountable Care Organization,A1175,2022,,3.68,3206,2504,65,646,30,300,397,679,255,221,2,29,576,176,11232,3929,5932,14198325,50.00%,32,85.05,,,,,,,,,,,,,,,79.35,84.21,78.06,81.73,76.94,88.17,17.19,6.61,71.78,31752,523.0,1937,826,1302,826,1937,23930
Memorial Hermann Accountable Care Organization,A1175,2021,,3.68,3206,2504,65,646,30,300,397,679,255,221,2,29,576,176,11232,3929,5932,14198325,50.00,32,85.05,,,,,,,,,,,,,,,79.35,84.21,78.06,81.73,76.94,88.17,17.19,6.61,71.78,31752,523.0,1937,826,1302,826,1937,23930
Memorial Hermann Accountable Care Organization,A1175,2019,TX,5.47,3549,2774,167,618,48,198,526,889,298,258,5,31,632,203,10999,4385,5607,15733193,48.0,38,95.59,86.34,95.59,92.9,81.57,57.99,62.67,71.9,27.61,92.93,88.63,15.28,56.51,1.68,89.33,81.89,83.78,66.59,72.87,75.09,82.35,12.35,11.89,69.03,48086,,,1516,2718,1516,,35420
Memorial Hermann Accountable Care Organization,A1175,2020,TX,5.96,3196,2498,126,600,47,377,525,757,261,225,4,27,501,183,10136,3878,5084,29560729,0.39,36,97.19,^,^,^,^,^,^,^,^,^,^,~,~,0.82,91.32,76.36,69.23,76,76.24,75.56,83.71,21.43,12.45,64.73,43213,541.0,2670,1182,2438,1182,2670,32362
Memorial Hermann Accountable Care Organization,A1175,2018,TX,2.8945993,3731,2883,261,575,60,214,605,1059,321,277,9,29,666,219,10772,4227,5550,17541706,46.339999999999996,42,0.9268,84.86,93.48,91.4,81.85,56.33,58.34,73.91,29.95,,,15.22,56.43,1.91,76.85,81.01,78.26,60.82,66.5,65.13,83.9,4.55,12.37,65.36,50694,2153.0,2966,1582,2622,1582,2966,37604
"Chautauqua Region Associated Medical Partners, LLC",A1180,2019,"NY, PA",1.68,2999,2644,65,206,117,130,799,533,312,288,1,11,769,201,10132,4229,2949,0,46.0,64,92.17,88.06,93.56,91.09,84.28,63.62,69.28,75.49,19.77,93.48,87.09,15.0,52.18,1.84,86.78,71.24,96.88,75.57,82.24,75.42,90.08,9.21,19.03,76.5,7642,,,83,209,83,,7224
"Chautauqua Region Associated Medical Partners, LLC",A1180,2018,"NY, PA",-0.7309959,3052,2695,30,254,77,135,735,540,317,294,1,14,797,212,9285,3641,3103,0,46.12,59,0.9225,85.95,93.71,92.54,79.69,59.26,67.01,74.06,21.66,,,14.69,55.33,1.83,81.18,72.94,91.11,70.49,86.24,80.2,78.49,12.5,16.84,80.37,7548,350.0,12,76,172,76,12,7152
Methodist Alliance for Patients and Physicians,A1196,2021,,5.96,3079,2113,144,771,49,358,440,665,255,200,4,40,558,163,10950,3862,5442,7934995,75.00,31,92.80,,,,,,,,,,,,,,,96.57,77.78,89.73,83.68,83.56,87.75,26.58,6.03,88,11317,249.0,219,257,188,257,219,8696
Methodist Alliance for Patients and Physicians,A1196,2018,TX,8.6784393,3166,2303,121,663,49,196,470,778,285,235,4,34,619,182,9744,3772,5126,13878148,47.58,33,0.9515,88.18,93.85,92.06,85.05,63.78,63.96,72.0,28.18,,,14.51,55.98,1.91,89.17,90.58,90,81.93,74.72,75.89,80.87,6.56,11.96,80.78,14315,198.0,226,314,445,314,226,10464
Methodist Alliance for Patients and Physicians,A1196,2022,,5.96,3079,2113,144,771,49,358,440,665,255,200,4,40,558,163,10950,3862,5442,7934995,75.00%,31,92.80,,,,,,,,,,,,,,,96.57,77.78,89.73,83.68,83.56,87.75,26.58,6.03,88,11317,249.0,219,257,188,257,219,8696
Methodist Alliance for Patients and Physicians,A1196,2019,TX,10.27,3458,2482,171,758,47,157,461,713,292,236,5,37,620,184,10066,3913,5204,8728143,46.0,31,92.17,88.44,95,92.74,85.74,64.86,64.12,73.57,27.54,92.98,89.79,14.58,60.52,1.8,92.74,92.89,90,90.46,74.91,75.73,81.03,11.11,8.43,83.14,14164,,,334,475,334,,10359
Methodist Alliance for Patients and Physicians,A1196,2020,TX,5.800000000000001,3128,2171,143,756,49,329,492,734,271,219,5,35,525,181,10098,4057,4736,8213756,0.73,32,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.0,92.58,89.16,94.74,87.41,80.8,76.11,83.82,16.09,13.78,81.3,12801,225.0,202,279,415,279,202,9550
WESTMED Medical Group,A1199,2019,"NY, CT",2.86,3663,3245,86,294,75,155,891,477,269,249,4,12,522,202,11056,3472,6722,2541683,46.0,56,92.17,85.49,93.03,93.01,77.43,55.92,55.62,74.6,18.56,93.2,86.2,14.45,62.21,1.77,69.77,82.33,68.42,66.29,80.59,85.62,88.68,16.22,9.15,76.42,15338,,,444,876,444,,12354
WESTMED Medical Group,A1199,2018,"NY, CT",8.8546328,3149,2775,64,247,90,133,697,482,254,235,3,11,509,191,11014,3432,6832,15346591,41.25,49,0.8249,86.77,94.56,93.1,82.07,59.19,52.04,72.93,18.3,,,15.58,56.25,1.67,68.13,81.69,36.84,62.38,80.52,80.76,86.41,4.88,10.96,75.6,15223,114.0,172,415,805,415,172,12374
WESTMED Medical Group,A1199,2020,"NY, CT",4.88,3201,2812,98,283,60,185,926,436,246,228,4,12,426,187,10125,3341,5912,7707514,0.73,51,96.88,^,^,^,^,^,^,^,^,^,^,~,~,0.78,70.52,78.79,63.16,65.69,81.95,83.8,87.28,12.9,10.59,81.56,14673,109.0,177,404,821,404,177,11875
WESTMED Medical Group,A1199,2021,,0.07,3479,3115,117,246,54,190,1112,453,245,227,5,10,511,191,11773,3813,6841,0,75.00,54,70.63,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,13625,117.0,*,379,287,379,*,10960
WESTMED Medical Group,A1199,2022,,0.07,3479,3115,117,246,54,190,1112,453,245,227,5,10,511,191,11773,3813,6841,0,75.00%,54,70.63,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,13625,117.0,*,379,287,379,*,10960
"Circle Health Alliance, LLC",A1202,2019,"MA, NH",6.41,4015,3368,44,419,206,163,567,597,333,292,1,20,754,239,9960,3491,4277,3803167,46.0,57,92.17,88.09,93.59,92.55,80.78,68.02,59.71,75.99,28.94,93.07,86.08,15.36,66.62,2.49,97.38,86.73,97.14,73.66,76.23,83.46,90.79,8.33,11.64,89.76,10218,,,351,410,351,,8554
"Circle Health Alliance, LLC",A1202,2018,"MA, NH",7.9293127000000005,3756,3092,41,438,214,213,526,687,344,301,1,21,760,247,9670,3514,4170,9020153,44.82,56,0.8963,89.56,95.49,94.28,80.59,64.65,59.5,75.76,24.72,,,15.95,66.95,2.55,94.01,87.84,95.65,70.75,82.33,85.71,91.54,3.64,13.78,86.25,10300,102.0,635,392,388,392,635,8713
"BJC HealthCare ACO, LLC",A1204,2020,"MO, IL",3.42,2910,2555,52,301,35,300,620,402,286,266,1,15,607,204,8081,2483,3649,12674451,0.74,53,98.75,^,^,^,^,^,^,^,^,^,^,~,~,0.88,97.21,87.55,94.44,89.55,80.08,86.22,84.51,1.67,10,78.31,36787,402.0,166,58,935,58,166,32724
"BJC HealthCare ACO, LLC",A1204,2022,,2.25,3061,2600,53,417,26,301,644,408,295,271,1,21,641,214,9134,2536,4122,8670047,75.00%,55,86.30,,,,,,,,,,,,,,,94.14,96.67,92.51,86.75,88.3,85.64,10.42,8.52,82.56,34640,413.0,160,41,251,41,160,30729
"BJC HealthCare ACO, LLC",A1204,2021,,2.25,3061,2600,53,417,26,301,644,408,295,271,1,21,641,214,9134,2536,4122,8670047,75.00,55,86.30,,,,,,,,,,,,,,,94.14,96.67,92.51,86.75,88.3,85.64,10.42,8.52,82.56,34640,413.0,160,41,251,41,160,30729
"BJC HealthCare ACO, LLC",A1204,2018,"MO, IL",2.2918358999999997,3263,2854,48,333,53,290,779,425,340,314,1,18,771,234,9135,2893,4271,0,67.53,74,0.9003999999999999,87.23,93.45,92.78,84.33,60.53,61.84,71.8,26.68,,,15.55,62.71,2.06,95.39,84.93,61.76,82.7,84.72,81.69,82.81,3.03,11.62,80.21,38224,1957.0,170,60,795,60,170,33702
"BJC HealthCare ACO, LLC",A1204,2019,"MO, IL",2.31,3322,2912,42,330,57,309,732,424,334,310,1,17,757,231,9167,2783,4120,0,70.0,67,93.13,86.85,94.82,93.23,84.8,63.8,65.16,73.67,30.01,92.43,87.62,15.13,64.19,1.97,98.7,83.92,90.91,93.95,81.27,82.68,87.88,2.56,13.51,80.35,37521,,,56,848,56,,33313
CHS ACO,A1211,2018,IL,2.5172024,3337,2876,112,311,94,175,1050,974,337,308,2,16,693,245,10096,5095,4071,0,39.839999999999996,83,0.7967,87.82,94.39,93.49,78.68,58.34,65.14,72.23,28.64,,,15.53,67.63,2.62,76.01,72.73,87.5,55.8,59.25,66.53,82.31,6.45,14.15,72.02,5237,533.0,194,200,191,200,194,3952
"John C. Lincoln Accountable Care Organization, LLC",A1214,2018,AZ,-4.9900189,2945,2633,19,257,46,185,589,373,266,248,0,13,572,185,10657,3630,5722,-7893555,47.410000000000004,55,0.9481,81.28,93.09,92.42,83.89,58.53,63.8,75.49,30.05,,,14.83,57.31,1.67,83.11,82.5,85.71,81.56,70.97,70.11,73.68,11.11,13.55,73.4,16185,263.0,124,121,568,121,124,14954
"Mercy Health Select, LLC",A1215,2018,"OH, KY",-1.9140678000000002,3707,3187,138,337,79,344,987,576,377,346,4,19,803,252,9560,3584,4128,-15259668,66.63,86,0.8884000000000001,88.2,92.66,91.82,77.51,58.49,67.65,73.35,26.41,,,15.01,65.99,2.23,84.04,75.63,92.31,80,72.66,79.45,79.67,0,8.84,84.92,72033,913.0,202,189,1916,189,202,64330
"Mercy Health Select, LLC",A1215,2020,"OH, KY, MI",5.390000000000001,2998,2573,123,289,53,352,822,476,302,277,4,15,628,209,8842,3201,3594,38140550,0.75,71,99.53,^,^,^,^,^,^,^,^,^,^,~,~,1.06,83.53,75.74,80.33,80.63,72.76,80.58,79.56,0,12.1,85.08,67576,813.0,215,185,2214,185,215,60854
