ACO_ID,ACO_Name,Agree_Type,Agreement_Period_Num,Current_Start_Date,Current_Track,Risk_Model,Assign_Type,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,Prorate_Shared_Losses,EarnSaveLoss,DisAffQual,Met_QPS,Met_30pctl,Met_Incentive,Met_FirstYear,Report_WI,Report_eCQM_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,FinalShareRate,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_VA_Only,N_Ben_CBA_Only,N_Ben_CBA_and_VA,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,N_Ben_Race_Unknown,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_484,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM,QualityID_134_MIPSCQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM,QualityID_001_MIPSCQM,QualityID_236_WI,QualityID_236_eCQM,QualityID_236_MIPSCQM
A2070,"Renown Accountable Care, LLC",Renewal,3,01/01/2020,B,One-Sided,Retrospective,0,7306,-2.21%,3.34%,-1666977,0,"",0,0,1,1,1,0,0,1,0,0,82.54%,0,31,10624,10473,75438739,77105716,40.00%,"High Revenue",81712,10586,11546,9023,83080,11622,12379,9412,96248,12546,15324,9496,77854,12858,19291,9956,10859,1.009,0.951,0.829,0.923,1.019,1.007,0.814,0.93,1.03,0.985,0.868,0.93,1.077,0.969,0.848,0.875,41,875,476,7858,7101,31,406,338,6326,31,7255,20,611,3678,2373,644,4086,3220,6696,69,95,148,36,108,154,3152,2909,108,97,71,216,1045,2427,3555,151,358,279,241,228,3,5,5,750,162,598,280,10802,2564,4342,3150,746,73,26,14346,2,1,2,0,0,0,240,737,280,212,0,7.31%,12.59%,1.68%,1.86%,72.12,88.95,86.9,66.81,59.52,54.78,71.34,19.66,86.34,77.54,0.1432,28.59,76.77,83.14,91.67,71.79,-,-,76.91,81.08,90.89,9.38,9.23,-,-,67.07,-,-
A2083,"First Coast Health Alliance, LLC",Renewal,3,01/01/2020,B,One-Sided,Retrospective,0,7029,4.87%,3.39%,4191728,4191728,"",0,1643157,1,1,1,0,0,1,0,0,72.98%,0,-38,12584,13064,86038008,81846280,40.00%,"High Revenue",98841,11220,22148,10598,105117,10859,20639,11222,92685,11535,25844,11883,101421,10090,22946,11210,11971,1.049,1.033,1.154,1.083,1.134,0.988,1.135,1.057,1.117,1.006,1.082,1.067,1.013,0.915,1.136,1.056,52,539,355,5726,6837,34,387,222,6195,*,7001,*,591,3433,2236,769,3932,3097,6417,290,72,*,*,55,154,3220,2873,*,315,13,357,533,2178,5062,86,517,350,276,256,*,17,*,567,219,970,352,12165,4569,6109,1433,54,48,24,11405,0,0,0,0,1,0,60,97,57,26,0,6.00%,16.87%,2.03%,1.74%,84.5,92.51,90.37,76.41,62.14,60.38,73.28,26.8,91.26,83.26,0.1663,32.37,82.46,67.51,71.43,69.89,-,-,69.74,74.7,87.6,10.53,14.84,-,-,69.15,-,-
A2097,"Mercy Health Corporation",Renewal,3,01/01/2020,B,One-Sided,Retrospective,0,15124,8.67%,2.70%,14067080,14067080,"",0,5514295,1,1,1,0,0,1,0,0,84.52%,0,333,11014,10366,162220631,148153551,40.00%,"High Revenue",72815,9410,15057,8499,86108,9264,14722,8704,86071,9382,14442,9205,74162,9972,14162,9249,10059,0.997,0.959,0.982,0.963,1.001,0.95,0.968,0.931,0.998,0.987,0.961,0.961,0.959,1.001,0.949,0.982,92,3060,1093,14894,14728,108,1727,743,12149,19,15066,39,2219,7469,3991,1445,8438,6686,14012,427,*,145,*,85,370,2520,2295,38,189,28,205,584,3996,2296,111,293,295,229,216,1,9,3,690,161,702,190,8117,3193,3432,1481,10,43,27,13537,2,0,0,0,2,6,437,1361,207,101,1,12.65%,12.66%,1.70%,0.66%,83.84,91.91,89.86,77.96,67.69,49.95,77.01,29.12,93.47,86.21,0.1442,32.62,98.83,76.61,85.37,88.25,-,-,80.73,79.84,84.84,49.55,11.35,-,-,79.09,-,-
A2098,"The Accountable Care Organization, Ltd.",Renewal,3,01/01/2020,EN,Two-Sided,Prospective,1,86482,5.57%,0.00%,55226371,55226371,"",0,40591383,1,1,1,0,0,1,0,0,80.17%,0,265,11712,11351,990746330,935519959,75.00%,"Low Revenue",82149,9560,15802,9595,84306,9887,16007,9849,88857,9793,16332,10306,81586,9846,15355,10622,11059,1.023,0.991,1.035,1.047,1.022,1.002,1.03,1.044,1.015,0.981,1.021,1.036,1.013,0.985,0.995,1.054,682,8346,4901,83161,84594,341,4901,3498,75854,168,85688,626,5267,41330,28475,11410,48976,37506,74707,5742,1542,715,101,1510,2165,2730,2390,48,282,30,398,652,2296,4325,100,534,287,247,229,1,14,2,542,190,713,270,11338,4581,4755,1917,84,49,25,13753,0,0,1,0,0,0,731,619,486,328,1,6.70%,18.34%,1.93%,0.60%,85.58,92.17,91.76,80.48,60.57,65.75,72.28,27.67,91.04,85.15,0.1555,30.58,86.77,81.64,71.43,74.9,-,-,74.9,75.38,87.69,2.94,9.04,-,-,78.2,-,-
A2100,"NY FamilyHealth MSSP Enhanced",Renewal,4,01/01/2022,EN,Two-Sided,Retrospective,0,8940,7.75%,1.00%,8645470,8645470,"",0,6354421,1,1,1,0,0,1,0,0,74.72%,0,613,12753,12718,111538650,102893180,75.00%,"Low Revenue",93877,10762,13139,9170,91578,10076,11730,7984,104763,11312,12712,9029,114136,9887,13700,9705,11764,0.978,0.845,0.852,0.901,1.015,0.845,0.863,0.915,1.034,0.847,0.847,0.894,1.034,0.797,0.845,0.889,111,3844,2702,3513,8746,79,3096,2309,3262,*,8929,*,3367,3399,1608,566,4916,4024,5473,1828,137,872,16,188,426,3764,3164,*,154,421,111,1054,3254,3209,156,307,245,294,263,*,*,26,927,244,695,245,13219,774,4700,1160,6584,43,32,22258,0,87,0,0,0,0,441,184,337,76,0,56.60%,15.54%,2.47%,0.32%,77.15,92.28,90.02,76.72,63.63,52.7,75.88,16.99,88.2,80.83,-,-,78.02,73.65,72.73,71.13,-,-,54.83,54.66,85.26,23.58,14.94,-,-,63.61,-,-
A2107,"Primary PartnerCare ACO Independent Practice Association, Inc.",Renewal,3,01/01/2020,D,Two-Sided,Prospective,0,6972,11.22%,1.50%,12367881,12367881,"",0,6060262,1,1,1,0,0,1,0,0,98.35%,0,481,16190,15037,110234037,97866156,50.00%,"Low Revenue",97024,11273,17924,11953,112338,10308,21162,12886,110937,12201,20398,13346,91049,11242,25234,13350,14374,1.097,0.989,1.134,1.137,1.108,0.898,1.12,1.119,1.053,0.898,1.154,1.128,1.062,1.009,1.094,1.184,47,599,584,5831,6809,35,456,437,5880,*,6957,*,494,3028,2346,1104,3915,3057,5873,454,240,*,*,145,193,3418,3238,*,160,*,166,1876,2372,6089,75,552,263,274,266,*,*,*,507,226,802,436,15655,6861,7517,1269,8,71,38,25335,0,0,0,0,0,0,43,13,2,3,0,8.87%,24.94%,2.68%,2.01%,90.79,95.99,94.49,81.6,71.12,67.14,72.3,25.99,94.01,87.6,0.1395,25.71,97.58,96.86,96.55,96.34,-,-,93.98,90.11,93.59,0,6.12,-,-,93.87,-,-
A2120,"Live Oak Care",Renewal,3,01/01/2020,D,Two-Sided,Retrospective,0,17900,3.99%,1.50%,7161501,7161501,"",0,3509136,1,1,1,0,0,1,0,0,83.80%,0,129,10329,10893,179631661,172470160,50.00%,"Low Revenue",76315,9784,15306,8589,83564,9817,16499,8853,78916,9974,16146,9323,79942,8619,13967,9352,9917,0.974,0.991,1.028,0.972,1.004,0.932,0.975,0.967,0.972,0.955,0.973,0.959,0.981,0.871,0.929,0.928,243,2338,1185,14901,17392,113,1452,634,15194,16,17837,47,2113,9062,5151,1574,10264,7636,15394,1848,153,70,12,131,292,2418,2075,62,263,50,328,390,2151,3939,108,464,342,229,208,2,14,5,507,172,673,259,12076,5350,5059,1634,34,30,24,12839,0,0,0,0,0,0,132,216,143,122,0,6.87%,18.77%,1.50%,1.14%,87.23,95.11,93.55,79.71,64.75,57.18,73.22,28.28,91.89,88.86,0.1548,27.81,90,74.52,95.83,70.3,-,-,74.01,73.74,88.78,14,11.07,-,-,72.68,-,-
A2141,"MD Value Care",Renewal,3,01/01/2020,C,Two-Sided,Retrospective,0,14518,7.01%,1.00%,9499518,9499518,"",0,4654764,1,1,1,0,0,1,0,0,84.18%,0,346,9534,9433,135607948,126108430,50.00%,"Low Revenue",72005,9004,11843,7825,82557,9347,13320,8140,79649,8216,13513,8621,96086,8083,14397,8688,8866,0.975,0.954,0.93,0.869,1.005,0.969,0.952,0.881,0.951,0.9,0.939,0.894,0.933,0.885,0.921,0.887,77,788,220,13971,14224,24,428,128,13644,16,14441,61,873,8008,4353,1284,8299,6219,12044,1669,129,19,15,165,477,2208,1815,*,378,14,125,297,1727,3972,39,356,247,196,176,*,18,*,466,143,639,199,9847,3716,4786,1342,3,20,30,14152,0,0,0,0,0,0,69,5,17,24,0,1.94%,14.98%,1.00%,*,84.96,93.75,92.79,73.02,63.46,59.23,74.93,34.94,91.44,86.88,0.1524,32.83,97.56,92.8,75,92.57,-,-,84.34,81.68,90.37,18.33,5.8,-,-,81.88,-,-
A2142,"Buena Vida y Salud LLC",Renewal,3,01/01/2020,B,One-Sided,Retrospective,0,3190,9.46%,4.90%,3959770,3959770,"",0,1552230,1,1,1,0,0,1,0,0,81.23%,0,340,13584,13434,41851577,37891806,40.00%,"Low Revenue",71730,10190,13249,9802,76274,9647,13369,9488,75358,9743,14382,10358,62009,10266,16318,9877,12299,1.003,0.987,1.01,1.053,1.004,0.956,0.992,1.025,0.986,0.968,1.035,1.023,0.95,0.96,1.045,1.017,137,830,1210,2769,3081,69,407,578,2027,*,3173,*,530,1335,894,431,1724,1466,2601,91,*,396,*,40,35,3158,2481,278,425,*,472,862,2352,4411,167,666,535,288,253,*,22,*,669,205,611,175,13729,8321,4333,1053,23,67,28,13081,0,0,0,0,0,0,33,20,31,15,0,29.72%,21.29%,2.01%,2.48%,86.16,93.27,91,77.86,58.6,61.73,70.04,23.78,88.62,83.73,0.15,27.84,86.07,72.71,70,73.31,-,-,74.42,75.4,88.51,18.92,9.94,-,-,77.17,-,-
A2147,"Health Choice Care, LLC",Renewal,3,01/01/2020,C,Two-Sided,Retrospective,0,9909,7.58%,0.00%,7938693,7938693,"",0,3889959,1,1,1,0,0,1,0,0,79.15%,0,586,10939,11703,104694558,96755865,50.00%,"Low Revenue",72357,8670,10190,7282,74327,9118,10375,7550,81650,9202,11274,8779,81690,8521,10928,8401,10109,0.954,0.898,0.776,0.862,0.951,0.88,0.758,0.862,0.969,0.875,0.747,0.859,0.952,0.828,0.755,0.823,351,5581,3571,4339,9571,126,3289,2662,3493,*,9889,*,3836,4182,1478,413,5545,4364,5515,1881,370,1384,18,269,472,3148,2636,106,260,174,91,379,2666,3164,133,479,295,295,257,2,12,23,890,237,691,217,10076,485,3495,1100,4996,26,26,13445,0,175,0,0,0,0,361,178,328,65,0,54.39%,12.39%,1.76%,0.11%,75.42,89.59,88.38,66.57,70.45,57.89,74.61,20.8,90.57,77.78,-,-,87.1,42.45,83.78,89.88,-,-,60.08,64.92,87.39,31.33,15.73,-,-,70.56,-,-
A2148,"Georgia Physicians for Accountable Care, LLC",Renewal,3,01/01/2020,E,Two-Sided,Retrospective,0,7665,-0.77%,1.00%,-666273,0,"",0,0,1,1,1,0,0,1,0,0,82.87%,0,25,11562,11665,86082310,86748583,50.00%,"Low Revenue",75936,8617,16373,9183,82595,10625,17250,9544,81760,9493,18570,9800,94442,11358,20722,10048,11652,0.975,0.973,1.015,1.028,0.966,0.994,1.051,1.021,0.939,0.985,0.989,1.044,1.03,1.022,1.076,1.016,157,1212,710,7621,7445,66,715,511,6153,*,7637,*,936,3521,2374,834,4120,3545,6225,1273,36,*,*,27,87,2901,2384,104,349,86,506,942,2158,4475,254,412,412,266,239,3,18,7,708,190,759,234,14955,7698,4602,2597,57,63,32,14901,0,0,0,0,0,0,88,36,86,11,0,11.89%,17.06%,1.51%,5.36%,87.94,93.32,91.96,79.15,60.28,63.8,69.48,28.76,93.04,86.51,0.1534,27.47,83.15,73.98,88.24,73.64,-,-,72.26,73.85,84.77,9.09,7.69,-,-,71.63,-,-
A2164,"Arkansas Health Network",Renewal,3,01/01/2022,EN,Two-Sided,Prospective,1,26055,-0.16%,2.00%,-432055,0,"",0,0,1,1,1,0,0,1,0,0,75.89%,0,125,10833,10255,276064930,276496985,75.00%,"High Revenue",78468,8197,15840,9962,72977,7901,15157,9054,72192,8874,15843,9716,79220,9004,16486,10454,10850,0.937,0.879,0.94,0.987,0.954,0.873,0.951,0.987,0.939,0.888,0.974,0.994,0.93,0.886,0.947,0.99,116,2281,853,23877,25484,118,1838,771,22758,22,25958,75,1965,11975,9126,2989,15448,10607,23317,2126,107,47,25,121,312,2966,2250,89,611,53,366,489,2304,4044,118,387,322,272,229,3,34,5,544,180,785,298,10463,3051,4238,2439,735,36,30,13497,0,0,8,0,3,4,212,437,238,82,1,6.00%,19.79%,1.40%,1.06%,83.07,93.52,91.28,80.66,62.63,59.97,73.25,31.92,92.62,85.29,0.159,29.61,78.97,75.1,48.78,69.76,-,-,74.65,70.39,83.83,17.65,10.38,-,-,83,-,-
A2171,"Tidewater Accountable Care Organization, LLC",Renewal,3,01/01/2020,E,Two-Sided,Prospective,0,20597,4.31%,1.00%,9140280,9140280,"",0,4478737,1,1,1,0,0,1,0,0,86.77%,0,168,10504,10409,212156587,203016307,50.00%,"Low Revenue",69219,9650,14127,8715,85926,9956,14864,9180,86648,9499,18299,9646,75254,8279,15742,9829,10051,1.006,1.049,1.031,1.001,1.042,1.002,1.054,0.996,0.986,0.988,1.12,1.015,0.979,1.014,1.086,1.034,136,930,352,20158,20198,69,634,162,19332,16,20496,85,674,9802,7526,2595,11933,8664,17090,2529,242,*,*,282,401,2239,2005,37,206,6,300,486,2223,4194,98,441,285,210,198,2,10,1,533,165,694,255,11520,4577,4743,2192,8,42,25,11941,0,0,0,0,0,0,126,93,75,55,0,1.67%,13.71%,1.29%,0.38%,85.8,95.24,93.23,75.43,62.3,65.38,73.43,22.11,92.67,86.13,0.152,29.3,94.35,91.44,72.73,85.08,-,-,85.48,87.5,68.53,6.25,6.05,-,-,77.42,-,-
A2187,"CaroMont ACO",Renewal,3,01/01/2020,E,Two-Sided,Prospective,1,5982,-0.43%,3.61%,-281769,0,"",0,0,1,1,1,1,0,1,1,0,87.23%,0,110,11270,11021,65117708,65399476,50.00%,"Low Revenue",84434,9140,14724,9321,104939,8752,14472,10180,98034,9465,14391,10349,*,9971,17172,11132,11319,1.058,0.992,0.985,1.009,1.114,0.976,0.961,1.025,1.009,0.974,0.924,1.073,*,1.115,1.123,1.171,18,840,335,5419,5778,*,524,*,5022,16,5917,49,555,2686,1958,783,3402,2580,5449,347,38,*,*,*,77,3178,2884,*,264,*,464,818,2418,3430,128,738,411,320,306,*,11,*,701,272,634,194,10317,3154,4302,2818,44,64,26,12639,0,0,0,0,0,0,149,211,138,75,0,7.83%,16.52%,2.37%,1.24%,84.78,93.86,92.21,82.67,65.95,63.47,72.88,27.7,93.2,89.56,0.1476,40.03,99.64,92,94.74,89.11,"",-,82.44,89.37,90.91,6.94,4.87,"",-,80.84,"",-
A2189,"Loudoun Medical Group ACO LLC",Renewal,3,01/01/2020,B,One-Sided,Retrospective,0,10687,1.78%,2.96%,1850837,0,"",0,0,1,1,1,0,0,1,0,0,71.96%,0,119,9934,9307,103847566,101996729,40.00%,"Low Revenue",64370,10195,12226,8306,81563,9180,11999,8554,90639,9312,11731,8921,70373,9559,11090,9497,9757,0.941,0.929,0.838,0.884,0.929,0.905,0.824,0.886,1.041,0.885,0.852,0.861,0.889,0.87,0.84,0.854,27,470,466,9921,10454,35,320,373,9726,27,10595,65,618,5547,3421,1101,5998,4689,8626,696,494,*,*,272,429,2409,2046,*,349,15,143,430,1755,4562,81,329,264,206,189,*,15,*,505,156,813,271,10956,4236,4963,1751,5,29,27,14885,0,0,0,0,0,0,71,140,106,62,0,4.86%,20.73%,1.11%,1.25%,87.75,93.93,91.7,73.94,64.69,59.87,75.89,19.47,89.89,85.42,0.1577,33.18,72.33,80.97,62.5,33.5,-,-,77.88,69.54,84.15,0,12.7,-,-,82.28,-,-
A2193,"Adirondacks ACO, LLC",Renewal,3,01/01/2020,B,One-Sided,Prospective,0,21946,2.87%,2.48%,6678426,6678426,"",0,2617943,1,1,1,0,0,1,0,0,77.21%,0,186,10871,10982,232428361,225749935,40.00%,"High Revenue",78022,8843,12681,8992,72828,9209,14238,9454,82082,9366,14880,9799,86185,8838,16366,9652,10559,1.03,0.863,1.028,1.025,1.014,0.838,0.983,0.997,1.03,0.852,1.001,1.002,0.978,0.804,0.956,0.945,177,4253,1917,15150,21380,154,3388,1545,16293,*,21909,*,3581,9146,6432,2787,11767,10179,21042,141,49,34,36,116,528,2682,2598,*,54,23,139,856,3827,2559,161,285,312,241,237,*,2,*,698,197,794,249,9248,2023,3070,2020,2135,46,29,15220,2,19,5,0,4,7,366,787,305,266,0,17.52%,16.79%,2.34%,2.56%,83.7,94.96,92.8,71.5,65.28,61.78,74.11,18.13,93.98,85.02,0.1478,32.16,72.55,66.79,54.72,76.42,-,-,75.58,81.58,84.24,15.79,11.76,-,-,75.05,-,-
A2198,"CCA ACO LLC",Renewal,4,01/01/2022,EN,Two-Sided,Prospective,1,16748,2.47%,0.00%,4948581,4948581,"",0,3637207,1,1,1,0,0,1,0,0,73.17%,0,418,12347,12126,200639161,195690580,75.00%,"Low Revenue",97182,10572,17058,11093,94950,9006,14343,9632,88873,10478,14957,10789,89122,11048,15614,11132,12042,1.092,1.085,1.035,1.161,1.084,1.076,1.03,1.156,1.085,1.049,1.052,1.154,1.08,1.055,1.038,1.131,104,2805,2192,12584,16250,82,2265,1922,11982,*,16697,*,2408,7370,4825,2145,9652,7096,13194,2423,295,64,14,258,500,3382,2968,106,272,80,353,818,2503,4304,133,561,313,338,314,3,14,7,696,285,785,235,12417,5655,5045,1664,53,78,23,11135,0,7,0,0,0,1,211,131,132,87,0,20.56%,17.57%,2.73%,2.79%,82.26,92.25,89.56,78.63,58.41,58.41,72.55,24.46,91.87,83.09,0.1696,34.96,92.51,75.32,77.78,74.12,-,-,65.58,70.47,89.21,2.22,12.1,-,-,76.29,-,-
A2202,"Oklahoma Health Initiatives",Renewal,3,01/01/2020,B,One-Sided,Retrospective,0,5820,10.62%,3.65%,6858847,6858847,"",0,2688668,1,1,1,0,0,1,0,0,78.73%,0,225,11425,11022,64591074,57732227,40.00%,"High Revenue",67888,9171,17977,8744,77348,9494,17084,9583,73058,10342,18665,9626,51593,9645,16363,9577,10212,1.024,0.955,1.003,0.937,1.051,0.985,1.098,0.945,0.934,0.984,1.089,0.958,0.837,0.945,1.041,0.972,56,1159,509,6629,5653,37,637,292,4687,*,5800,*,826,2764,1670,560,3152,2668,5256,191,31,33,193,33,83,2985,2493,87,385,61,256,629,2301,3109,127,614,362,260,231,3,20,5,626,167,703,224,9250,2561,3408,2910,372,38,28,18446,2,0,3,0,4,3,380,369,229,119,12,10.65%,12.04%,1.44%,0.69%,82.05,93.15,90.47,72.85,63,68.5,68.74,26.86,91.6,86.38,0.1353,27.98,91.64,69.6,65,29.8,-,-,70.97,65.61,85.96,4.6,9.57,-,-,70.45,-,-
A2205,"St Vincents Accountable Care Organization LLC",Renewal,3,01/01/2020,E,Two-Sided,Retrospective,0,13246,5.20%,0.00%,8060066,8060066,"",0,3949432,1,1,1,1,0,1,1,0,79.55%,0,304,12010,12010,154865496,146805430,50.00%,"Low Revenue",77023,11338,19890,10046,78701,10952,16864,10432,79805,10263,15643,10777,77170,10506,15287,10879,11385,0.982,1.065,1.046,1.046,0.953,1.04,0.987,1.07,0.946,0.994,0.889,1.078,0.958,0.951,0.948,1.093,132,969,335,10872,12894,75,904,429,11487,24,13189,33,1331,6421,4190,1304,7423,5823,10924,1462,242,*,*,243,273,2763,2530,36,200,20,198,413,2394,4643,101,510,541,276,261,1,10,3,669,211,996,326,11475,3385,5754,2294,42,39,23,10450,0,0,1,0,0,0,164,199,218,83,0,6.40%,16.08%,1.73%,0.63%,81.29,93.56,92.65,76.87,66.71,61.72,73.09,26.18,89.56,86.6,0.1586,33.02,94.35,76.5,100,75.3,"",-,79.84,77.02,87.5,15.94,9.27,"",-,75,"",-
A2207,"CHA ACO, LLC",Renewal,3,01/01/2020,EN,Two-Sided,Retrospective,1,11635,3.89%,1.00%,4351045,4351045,"",0,3198018,1,1,1,0,0,1,0,0,82.02%,0,319,9824,9482,111857335,107506290,75.00%,"High Revenue",73365,8644,12939,7917,86412,8659,12512,8041,84229,9350,14089,8143,83382,8645,14005,9018,9442,0.985,0.948,0.899,0.907,0.965,0.914,0.924,0.925,1.003,0.918,0.912,0.943,1.02,0.927,0.913,0.961,67,1344,590,10775,11386,40,854,439,10054,*,11596,*,1126,6017,3263,1229,6491,5144,10831,326,67,62,*,*,283,2530,2317,45,154,37,221,552,2473,3258,79,266,262,231,219,1,7,3,527,167,715,203,8260,3363,3372,1513,12,40,26,13817,2,0,0,0,2,3,284,466,234,56,3,8.85%,12.77%,1.68%,0.40%,86.37,94.52,93.43,77.91,59.28,66.9,73.55,32.61,92.21,87.37,0.1369,36.09,84.88,65.39,80,82.4,-,-,72.25,77.45,86.02,10.89,11.15,-,-,70.09,-,-
A2217,"Rocky Mountain Accountable Health Network, Inc",Renewal,3,01/01/2020,B,One-Sided,Retrospective,0,11613,2.29%,2.90%,2932569,0,"",0,0,1,1,1,0,0,1,0,0,87.77%,0,-41,11354,10783,128300700,125368130,40.00%,"High Revenue",60346,11215,15196,9672,65941,12245,16213,9720,70258,11681,16569,9812,79758,12236,17742,10251,11095,0.978,0.988,1.026,0.932,0.888,0.985,1.029,0.934,0.921,0.976,0.974,0.938,0.92,0.933,1.034,0.94,55,1019,471,9920,11300,65,806,454,9974,*,11586,*,1162,6006,3224,1221,6372,5241,11046,20,24,39,142,68,274,2949,2647,96,237,*,210,536,4487,2409,100,168,343,214,201,*,11,*,600,146,577,209,8308,2872,2698,2414,324,28,26,20576,2,0,2,0,2,2,221,551,127,198,1,8.27%,9.89%,1.41%,1.09%,90.82,95.77,94.28,76.24,65.7,70.13,72.94,23.76,95.55,89.08,0.14,30.18,94.35,72.13,70.59,83.87,-,-,83.06,82.66,84.96,40.14,6.85,-,-,73.79,-,-
A2246,"PMC ACO",Renewal,3,01/01/2020,C,Two-Sided,Retrospective,1,4659,9.94%,4.09%,5323313,5323313,"",0,2608423,1,1,1,1,0,1,1,0,80.03%,0,293,11905,12566,53556804,48233491,50.00%,"Low Revenue",86144,10406,20831,10776,83738,9768,17176,10178,90764,10166,16846,10660,87694,8267,14537,10270,10721,1.056,1.088,1.203,1.188,1.029,1.059,1.154,1.121,1.055,1.068,1.116,1.131,0.902,1.002,1.067,1.169,93,1229,448,4714,4499,29,751,310,3409,*,*,*,918,1833,1350,558,2858,1801,3793,709,19,*,*,33,87,2878,2541,*,231,59,402,630,2492,3652,137,439,296,283,265,*,11,*,630,231,784,204,12233,6816,3956,1356,104,62,20,10761,0,0,1,0,0,0,42,6,33,22,0,16.71%,17.21%,2.06%,1.89%,87.36,91.98,89.96,78.15,65.64,57.07,72.62,28.01,91.29,81.16,0.1702,31.49,90.72,67.79,81.25,92.59,"",-,70.86,75.77,83.19,20.59,11.11,"",-,87.84,"",-
A2247,"St Joseph Health Partners ACO",Renewal,3,01/01/2020,C,Two-Sided,Retrospective,1,6890,4.86%,3.42%,3964507,3964507,"",0,1942608,1,1,1,0,0,1,0,0,81.67%,0,-33,12152,12647,81655953,77691446,50.00%,"High Revenue",79211,9510,20625,10381,90081,10884,22494,10843,83079,11263,20514,10860,89847,8850,19322,10667,11562,0.993,0.913,1.026,0.966,1.001,0.96,1.056,0.973,0.963,0.933,0.996,0.964,1.009,0.982,1.051,0.953,105,535,474,6385,6719,62,328,195,6135,*,6853,*,514,3399,2170,807,3766,3124,6175,352,*,135,*,71,93,3504,2613,*,837,21,190,552,2618,3870,148,722,290,295,246,*,45,*,626,189,619,203,9224,3508,4457,1219,40,37,28,16249,2,0,0,0,1,0,125,164,55,38,0,5.02%,18.01%,2.24%,0.81%,86.57,95.45,94.02,81.5,62.96,70.09,73.87,27.21,94.65,90.86,0.152,34.88,94.27,81.32,58.62,75.1,-,-,81.47,80.31,86.36,11.11,9.89,-,-,84.17,-,-
